0	770.922414	66.175635	25.949001	6.493506	2191.181303	1570.597576	437.262963	5.011129	3.591883	7.692196	7.359211	6.080535	1.265053
0	845.764151	38.058586	24.125658	1.895735	442.444541	616.412369	219.107983	2.019299	2.813281	6.092315	6.423916	5.389565	1.130391
0	672.644195	56.286365	34.914288	13.533835	1894.807775	561.934969	286.937386	6.603558	1.958389	7.546873	6.331386	5.659264	1.333543
0	633.060071	60.044486	31.284555	11.347518	2347.536325	516.535213	500.665641	4.68883	1.031697	7.761122	6.247143	6.215938	1.248584
0	713.40239	59.668764	38.966652	18.4	769.114125	1529.240458	814.135369	0.944701	1.878361	6.645239	7.332526	6.702127	0.991512
0	717.967871	59.307283	38.950755	16.532258	1137.38986	1230.162901	702.634526	1.61875	1.750786	7.036491	7.114902	6.554837	1.073481
0	567.582278	45.450858	9.464386	0	1805.279798	170.188642	70.554702	25.586952	2.412152	7.498471	5.136907	4.256388	1.761698
0	481.436997	43.361377	6.558258	0	1741.005968	88.990129	36.582858	47.590759	2.432564	7.462218	4.488525	3.59958	2.07308
0	561.485893	59.382188	16.723237	0.628931	2934.628678	340.946233	169.687291	17.294334	2.009262	7.984336	5.831725	5.133957	1.555201
0	613.808874	35.803751	19.559533	1.369863	570.18623	353.096128	267.489136	2.131624	1.320039	6.345963	5.86674	5.589079	1.135422
0	726.226721	65.138854	23.976615	4.471545	3287.331779	512.10362	296.777943	11.076739	1.725545	8.097832	6.238527	5.692984	1.422423
0	563.566038	51.510684	11.799054	0.315457	2260.84941	198.571215	144.616508	15.633412	1.373088	7.723496	5.291148	4.974085	1.552747
0	584.45098	59.607398	20.09812	1.311475	2608.712158	445.481019	433.54155	6.017214	1.027539	7.866612	6.099155	6.071988	1.295558
0	742.962656	64.187248	29.917943	8.75	2573.628481	672.878134	676.036419	3.806938	0.995328	7.853072	6.511564	6.516247	1.205153
0	1021.965714	49.098762	62.734434	42.528736	302.482901	454.974732	409.066807	0.739446	1.112226	5.712025	6.120242	6.013878	0.949807
0	913.357143	92.509265	70.603043	38.974359	2977.524161	1488.904284	2615.480934	1.138423	0.569266	7.998847	7.305796	7.869203	1.016475
0	625.202797	46.158014	22.637959	5.263158	964.932739	719.71229	336.773806	2.865225	2.137079	6.872058	6.578852	5.819412	1.180885
0	665.256506	47.527655	28.306162	6.343284	332.363284	1282.831184	486.49092	0.683185	2.636907	5.806229	7.156825	6.187218	0.938423
0	719.768	58.011166	21.68041	2.811245	2617.196803	291.310674	333.649149	7.844158	0.873105	7.869859	5.67439	5.81009	1.354516
0	729.211382	72.419498	27.966744	6.938776	4191.505469	315.412058	528.888065	7.925128	0.596368	8.340815	5.75388	6.270777	1.330109
0	675.571429	64.926174	47.716142	21.886792	812.087951	1080.760037	1874.945689	0.433126	0.576422	6.699609	6.98542	7.536335	0.888974
0	695.062016	47.988366	50.841633	38.910506	462.329826	605.97381	497.502193	0.929302	1.218032	6.136279	6.406837	6.2096	0.988192
0	812.963636	55.885553	27.473192	8.219178	1644.599269	781.754659	522.819754	3.145633	1.495266	7.405252	6.661541	6.259237	1.183092
0	801.955157	44.602526	32.274163	10.810811	556.8045	614.365609	564.094335	0.987077	1.089119	6.322214	6.42059	6.335221	0.997947
0	642.530466	41.726822	22.103094	2.517986	576.787771	495.954478	601.509295	0.958901	0.824517	6.357474	6.206484	6.399442	0.993442
0	650.945455	38.491358	18.339857	1.094891	939.762279	325.427145	128.955668	7.287483	2.523558	6.845627	5.785139	4.859469	1.408719
0	722.766129	57.695643	28.423062	6.072874	2559.198526	377.869134	141.553499	18.079373	2.669444	7.847449	5.934548	4.952678	1.584486
0	676.286792	61.149352	35.656293	11.363636	2244.787396	660.24137	476.337863	4.712595	1.386078	7.716366	6.492605	6.166127	1.251412
0	1044.429448	976.779686	1257.057754	75.308642	126299.9395	210099.9441	172548.5308	0.731968	1.217628	11.746415	12.255339	12.058434	0.974124
0	1077.030303	681.527861	985.213893	65.853659	29228.89381	62586.41216	91259.36545	0.320284	0.685808	10.282913	11.044303	11.421461	0.900315
0	695.100775	72.331042	23.375467	3.891051	2970.926126	1624.156491	548.293651	5.418494	2.962202	7.996629	7.392744	6.306811	1.267935
0	638.761566	43.965938	19.671589	1.428571	524.220106	1058.21686	212.931618	2.461918	4.96975	6.261912	6.964341	5.360971	1.168055
0	723.926829	85.663334	46.839544	18.77551	1554.105566	4008.366852	1330.122845	1.168393	3.013531	7.348655	8.296139	7.193027	1.021636
0	755.016878	58.46011	34.899007	11.016949	1111.51364	1313.440297	749.211287	1.483578	1.753097	7.013478	7.180405	6.619021	1.059594
0	833.339535	61.998425	53.786007	35.981308	554.459129	1619.463581	768.928031	0.721081	2.106132	6.317993	7.38985	6.644997	0.950789
0	739.292181	59.806239	40.536893	20.661157	1446.421193	961.217685	802.589168	1.802194	1.197646	7.276848	6.868201	6.687843	1.088071
